"table_name"
"items_by_month_2015_03"
"items_by_month_2015_04"
"items_by_month_2015_05"
"items_by_month_2015_06"
"items_by_month_2015_07"
"items_by_month_2015_08"
"items_by_month_2015_09"
"items_by_month_2015_10"
"items_by_month_2015_11"
"items_by_month_2015_12"
"items_by_month_2016_01"
"items_by_month_2016_02"
"items_by_month_2016_03"
"items_by_month_2016_04"
"items_by_month_2016_05"
"items_by_month_2016_06"
"items_by_month_2016_07"
"items_by_month_2016_08"
"items_by_month_2016_09"
"items_by_month_2016_10"
"items_by_month_2016_11"
"items_by_month_2016_12"
"items_by_month_2017_01"
"items_by_month_2017_02"
"items_by_month_2017_03"
"items_by_month_2017_04"
"items_by_month_2017_05"
"items_by_month_2017_06"
"items_by_month_2017_07"
"items_by_month_2017_08"
"items_by_month_2017_09"
"items_by_month_2017_10"
"items_by_month_2017_11"
"items_by_month_2017_12"
"items_by_month_2018_01"
"items_by_month_2018_02"
"items_by_month_2018_03"
"items_by_month_2018_04"
"items_by_month_2018_05"
"items_by_month_2018_06"
"items_by_month_2018_07"
"items_by_month_2018_08"
"items_by_month_2018_09"
"items_by_month_2018_10"
"items_by_month_2018_11"
"items_by_month_2018_12"
"items_by_month_2019_01"
"items_by_month_2019_02"
"items_by_month_2019_03"
"items_by_month_2019_04"
"items_by_month_2019_05"
"items_by_month_2019_06"
"items_by_month_2019_07"
"items_by_month_2019_08"
"items_by_month_2019_09"
"items_by_month_2019_10"
"items_by_month_2019_11"
"items_by_month_2019_12"
"items_by_month_2020_01"
"items_by_month_2020_02"
"items_by_month_2020_03"
"items_by_month_2020_04"
"items_by_month_2020_05"
"items_by_month_2020_06"
"items_by_month_2020_07"
"items_by_month_2020_08"
"items_by_month_2020_09"
"items_by_month_2020_10"
"items_by_month_2020_11"
"items_by_month_2020_12"
"items_by_month_2021_01"
"items_by_month_2021_02"
"items_by_month_2021_03"
"items_by_month_2021_04"
"items_by_month_2021_05"
"items_by_month_2021_06"
"items_by_month_2021_07"
"items_by_month_2021_08"
"items_by_month_2021_09"
"items_by_month_2021_10"
"items_by_month_2021_11"
"items_by_month_2021_12"
"items_by_month_2022_01"
"items_by_month_2022_02"
"items_by_month_2022_03"
"items_by_month_2022_04"
"items_by_month_2022_05"
"items_by_month_2022_06"
"items_by_month_2022_07"
"items_by_month_2022_08"
"items_by_month_2022_09"
"items_by_month_2022_10"
"items_by_month_2022_11"
"items_by_month_2022_12"
"items_by_month_2023_01"
"items_by_month_2023_02"
"items_by_month_2023_03"
"items_by_month_2023_04"
"items_by_month_2023_05"
"items_by_month_2023_06"
"items_by_month_2023_07"
"items_by_month_2023_08"
"items_by_month_2023_09"
"items_by_month_2023_10"
"items_by_month_2023_11"
"items_by_month_2023_12"
"items_by_month_2024_01"
"items_by_month_2024_02"
"items_by_month_2024_03"
"items_by_month_2024_04"
"items_by_month_2024_05"
"items_by_month_2024_06"
"items_by_month_2024_07"
"items_by_month_2024_08"
"items_by_month_2024_09"
"items_by_month_2024_10"
"items_by_month_YYYY_XX"
"items_by_year_2007"
"items_by_year_2008"
"items_by_year_2010"
"items_by_year_2009"
"items_by_year_2011"
"items_by_year_2012"
"items_by_year_2014"
"items_by_year_2015"
"items_by_year_2017"
"items_by_year_2016"
"items_by_year_2018"
"items_by_year_2019"
"items_by_year_2020"
"items_by_year_2021"
"items_by_year_2023"
"items_by_year_2022"
"items_by_year_2024"
"items_by_year_YYYY"
